#DDB;#CAS;NAME_DDB;NAME_UD;disp. e/kB [K];Mainclass
26802;4214-76-0;;2-AMINO-5-NITROPYRIDINE;80.26366667;no_classes_defined_in_substances.txt
28394;6298-19-7;;3-AMINO-2-CHLOROPYRIDINE;107.40371;no_classes_defined_in_substances.txt
28389;1072-98-6;;2-AMINO-5-CHLOROPYRIDINE;107.40371;no_classes_defined_in_substances.txt
3993;504-24-5;;3-AMINOPYRIDINE;107.7537444;no_class_defined_in_mainclasses.txt
28396;16867-03-1;;2-AMINO-3-HYDROXYPYRIDINE;98.61361818;no_classes_defined_in_substances.txt
22810;609-23-4;;2,4,6-TRIIODOPHENOL;;no_class_defined_in_mainclasses.txt
28391;5326-23-8;;6-CHLORONICOTINIC-ACID;90.68921818;no_classes_defined_in_substances.txt
5708;55-22-1;;ISONICOTINIC-ACID;89.3328;no_class_defined_in_mainclasses.txt
9112;98-98-6;;PICOLINIC-ACID;89.3328;no_class_defined_in_mainclasses.txt
28392;609-71-2;;2-HYDROXYNICOTINIC-ACID;84.02450833;no_classes_defined_in_substances.txt
5060;540-38-5;;4-IODOPHENOL;;no_class_defined_in_mainclasses.txt
5710;1453-82-3;;ISONICOTINAMIDE;97.8358;no_class_defined_in_mainclasses.txt
5393;98-92-0;;NICOTINAMIDE;97.8358;no_class_defined_in_mainclasses.txt
28384;5446-92-4;;2-METHOXY-5-NITROPYRIDINE;79.69570909;no_classes_defined_in_substances.txt
28395;6635-86-5;;2-AMINO-4-METHYL-3-NITROPYRIDINE;82.98971538;no_classes_defined_in_substances.txt
5590;695-34-1;;2-AMINO-4-METHYLPYRIDINE;108.5486;no_class_defined_in_mainclasses.txt
2979;63-74-1;;SULFANILAMIDE;;no_classes_defined_in_substances.txt
18650;609-99-4;;3,5-DINITROSALICYLIC-ACID;57.10516111;no_classes_defined_in_substances.txt
5259;2539-17-5;;TETRACHLOROGUAIACOL;103.4350286;no_classes_defined_in_substances.txt
4778;619-58-9;;4-IODOBENZOIC-ACID;;no_class_defined_in_mainclasses.txt
6148;456-22-4;;4-FLUOROBENZOIC-ACID;89.00890909;no_class_defined_in_mainclasses.txt
3872;74-11-3;;4-CHLOROBENZOIC-ACID;93.67450909;no_class_defined_in_mainclasses.txt
5257;57057-83-7;;3,4,5-TRICHLOROGUAIACOL;103.3720769;no_classes_defined_in_substances.txt
5258;2668-24-8;;4,5,6-TRICHLOROGUAIACOL;103.3720769;no_classes_defined_in_substances.txt
3591;585-76-2;;4-BROMOBENZOIC-ACID;;no_class_defined_in_mainclasses.txt
5256;2460-49-3;;4,5-DICHLOROGUAIACOL;103.2986333;no_classes_defined_in_substances.txt
7772;16766-31-7;;4,6-DICHLOROGUAIACOL;103.2986333;no_classes_defined_in_substances.txt
5758;93-60-7;;METHYLNICOTINATE;98.96826;no_class_defined_in_mainclasses.txt
2944;619-57-8;;P-HYDROXYBENZAMIDE;94.1537;no_class_defined_in_mainclasses.txt
4673;150-13-0;;4-AMINOBENZOIC-ACID;94.1537;no_class_defined_in_mainclasses.txt
18832;65-49-6;;4-AMINOSALICYLIC-ACID;89.26428;no_classes_defined_in_substances.txt
28398;38116-61-9;;2-HYDROXY-6-METHYLNICOTINIC-ACID;86.46126154;no_classes_defined_in_substances.txt
5731;873-76-7;;4-CHLOROBENZYL-ALCOHOL;103.97118;no_class_defined_in_mainclasses.txt
7771;3743-23-5;;5-CHLOROGUAIACOL;103.2118364;no_classes_defined_in_substances.txt
6050;623-05-2;;4-HYDROXYBENZYL-ALCOHOL;95.49313636;no_class_defined_in_mainclasses.txt
3027;58-55-9;;1,3-DIMETHYLXANTHINE;76.34912857;no_classes_defined_in_substances.txt
3077;83-67-0;;THEOBROMINE;76.34912857;no_classes_defined_in_substances.txt
28397;1195-59-1;;2,6-PYRIDINEDIMETHANOL;94.44071667;no_class_defined_in_mainclasses.txt
35320;30652-11-0;;1,2-DIMETHYL-3-HYDROXY-4-PYRIDONE;85.28462727;no_classes_defined_in_substances.txt
28385;5407-87-4;;2-AMINO-4,6-DIMETHYLPYRIDINE;109.1989364;no_class_defined_in_mainclasses.txt
5506;122-34-9;;SIMAZINE;99.11066667;no_classes_defined_in_substances.txt
16594;1975-50-4;;2-METHYL-3-NITROBENZOIC-ACID;73.94634286;no_class_defined_in_mainclasses.txt
25753;614-61-9;;2-CHLOROPHENOXYACETIC-ACID;95.51848462;no_classes_defined_in_substances.txt
10480;19463-48-0;;5-CHLOROVANILLIN;95.51848462;no_classes_defined_in_substances.txt
5925;586-38-9;;M-ANISIC-ACID;94.790575;no_class_defined_in_mainclasses.txt
13622;85-43-8;;4-CYCLOHEXENE-1,2-DICARBOXYLIC-ANHYDRIDE;91.47070909;no_classes_defined_in_substances.txt
5184;122-59-8;;PHENOXYACETIC-ACID;94.790575;no_class_defined_in_mainclasses.txt
4099;579-75-9;;O-ANISIC-ACID;94.790575;no_class_defined_in_mainclasses.txt
27360;645-08-9;;3-HYDROXY-4-METHYLOXYBENZOIC-ACID;89.46092857;no_classes_defined_in_substances.txt
2974;99-92-3;;4-AMINOACETOPHENONE;102.0611917;no_class_defined_in_mainclasses.txt
6440;619-45-4;;METHYL-P-AMINOBENZOATE;101.5655923;no_class_defined_in_mainclasses.txt
19394;59277-89-3;;ACYCLOVIR;88.659905;no_classes_defined_in_substances.txt
5389;57-44-3;;BARBITAL;80.73758667;no_classes_defined_in_substances.txt
2618;622-47-9;;P-TOLYLACETIC-ACID;103.4748273;Acids
22909;144-82-1;;SULFAMETHIZOLE;;no_classes_defined_in_substances.txt
5264;330-54-1;;DIURON;94.88417333;no_classes_defined_in_substances.txt
6441;94-09-7;;ETHYL-P-AMINOBENZOATE;102.5753571;no_class_defined_in_mainclasses.txt
5056;2921-88-2;;CHLOROPYRIFOS;;no_classes_defined_in_substances.txt
35374;82410-32-0;;GANCICLOVIR;87.12463043;no_classes_defined_in_substances.txt
18706;21725-46-2;;CYANAZINE;98.78297222;no_classes_defined_in_substances.txt
7697;50-11-3;;METHARBITAL;79.03968;no_classes_defined_in_substances.txt
16456;68-35-9;;SULFADIAZINE;;no_classes_defined_in_substances.txt
16747;723-46-6;;SULFAMETHOXAZOLE;;no_classes_defined_in_substances.txt
6464;94-13-3;;PROPYL-4-HYDROXYBENZOATE;97.77796429;no_class_defined_in_mainclasses.txt
3864;62-44-2;;PHENACETIN;100.7561714;no_class_defined_in_mainclasses.txt
6442;94-12-2;;PROPYL-P-AMINOBENZOATE;103.4504867;no_class_defined_in_mainclasses.txt
5022;299-42-3;;EPHEDRINE;102.8018786;no_class_defined_in_mainclasses.txt
18677;125-40-6;;BUTABARBITAL;84.85108235;no_classes_defined_in_substances.txt
16748;144-83-2;;SULFAPYRIDINE;;no_classes_defined_in_substances.txt
6085;127-79-7;;SULFAMERAZINE;;no_classes_defined_in_substances.txt
23914;651-06-9;;SULFAMETER;;no_classes_defined_in_substances.txt
5388;80-35-3;;SULFAMETHOXYPYRIDAZINE;;no_classes_defined_in_substances.txt
20278;127-69-5;;SULFISOXAZOLE;;no_classes_defined_in_substances.txt
6443;94-25-7;;BUTYL-P-AMINOBENZOATE;104.216225;no_class_defined_in_mainclasses.txt
5486;76-75-5;;THIOPENTAL;;no_classes_defined_in_substances.txt
18601;57-43-2;;AMOBARBITAL;86.56503889;no_classes_defined_in_substances.txt
5483;76-74-4;;PENTOBARBITAL;86.56503889;no_classes_defined_in_substances.txt
1565;92-69-3;;P-HYDROXYBIPHENYL;108.89615;Aromatics
3223;574-19-6;;1-ACETYL-2-NAPHTHOL;100.7819;no_class_defined_in_mainclasses.txt
3222;711-79-5;;2-ACETYL-1-NAPHTHOL;100.7819;no_class_defined_in_mainclasses.txt
4840;127-63-9;;DIPHENYL-SULFONE;;Sulfoxide&Sulfonyl
5390;50-06-6;;PHENOBARBITAL;88.65522105;no_classes_defined_in_substances.txt
22905;515-64-0;;SULFISOMIDINE;;no_classes_defined_in_substances.txt
5387;57-68-1;;SULFAMETHAZINE;;no_classes_defined_in_substances.txt
5494;136-77-6;;4-HEXYLRESORCINOL;101.8085;Aromatics
18679;77-27-0;;THIAMYLAL;;no_classes_defined_in_substances.txt
24711;64-77-7;;TOLBUTAMIDE;;no_classes_defined_in_substances.txt
3343;492-22-8;;THIOXANTHONE;;no_class_defined_in_mainclasses.txt
18550;4394-00-7;;NIFLUMIC-ACID;92.23985;no_classes_defined_in_substances.txt
3714;261-31-4;;THIOXANTHENE;;Thioether
3341;92-83-1;;XANTHENE;115.7786214;Ether
18680;53-19-0;;MITOTANE;114.3332333;no_classes_defined_in_substances.txt
18977;2150-58-5;;N,N-DIMETHYLINDOANILINE;101.7674471;no_classes_defined_in_substances.txt
5115;137-58-6;;LIDOCAINE;99.62596111;no_class_defined_in_mainclasses.txt
17480;36322-90-4;;PIROXICAM;;no_classes_defined_in_substances.txt
5559;5104-49-4;;FLURBIPROFEN;100.8048737;no_class_defined_in_mainclasses.txt
6057;61-68-7;;MEFENAMIC-ACID;100.95109;no_class_defined_in_mainclasses.txt
5965;57-42-1;;MEPERIDINE;102.6626111;no_class_defined_in_mainclasses.txt
5568;28911-01-5;;TRIAZOLAM;107.4459522;no_classes_defined_in_substances.txt
5548;57-27-2;;MORPHINE;100.9600609;no_classes_defined_in_substances.txt
22607;466-99-9;;HYDROMORPHINONE;99.74080455;no_classes_defined_in_substances.txt
18686;53-16-7;;ESTRONE;104.709119;no_class_defined_in_mainclasses.txt
14421;50-28-2;;ESTRADIOL;105.5977182;no_class_defined_in_mainclasses.txt
18685;50-27-1;;ESTRIOL;101.5881625;no_class_defined_in_mainclasses.txt
28643;434-22-0;;NANDROLONE;104.3733667;no_classes_defined_in_substances.txt
18551;65847-85-0;;MORNIFLUMATE;97.07763103;no_classes_defined_in_substances.txt
3025;58-22-0;;TESTOSTERONE;104.8883182;no_classes_defined_in_substances.txt
18660;521-18-6;;ANDROSTANOLONE;104.7280727;no_class_defined_in_mainclasses.txt
18044;57-63-6;;ETHINYL-ESTRADIOL;102.3036667;no_classes_defined_in_substances.txt
18662;68-22-4;;NORETHINDRONE;101.0425609;no_classes_defined_in_substances.txt
28639;72-63-9;;METHANEDIENONE;105.5117696;no_classes_defined_in_substances.txt
;1425-10-1;;NANDROLONE-ACETATE;104.1132783;
5566;58-18-4;;METHYLTESTOSTERONE;105.3584913;no_classes_defined_in_substances.txt
28644;521-11-9;;MESTANOLONE;105.205213;no_class_defined_in_mainclasses.txt
5563;363-24-6;;PROSTAGLANDIN;94.55038214;no_classes_defined_in_substances.txt
5564;551-11-1;;PROSTAGLANDIN-F2ALPHA;95.5747931;no_classes_defined_in_substances.txt
22849;52-86-8;;HALOPERIDOL;101.0833296;no_classes_defined_in_substances.txt
18670;434-03-7;;ETHISTERONE;101.6533833;no_classes_defined_in_substances.txt
3024;53-06-5;;CORTISONE;94.11890357;no_classes_defined_in_substances.txt
3026;57-83-0;;PROGESTERONE;104.9864913;Carbonyl
5397;64-85-7;;DESOXYCORTICOSTERONE;101.186216;no_classes_defined_in_substances.txt
18681;1045-69-8;;TESTOSTERONE-ACETATE;104.5961542;no_classes_defined_in_substances.txt
;7207-92-3;;NANDROLONE-PROPIONATE;104.5961542;
5017;50-23-7;;HYDROCORTISONE;95.1581931;no_classes_defined_in_substances.txt
18673;53-03-2;;PREDNISONE;94.24481071;no_classes_defined_in_substances.txt
18663;51-98-9;;NORETHINDRONE-ACETATE;101.069744;no_classes_defined_in_substances.txt
22608;437-38-7;;FENTANYL;103.53164;no_class_defined_in_mainclasses.txt
16800;378-44-9;;BETAMETHASONE;94.5724871;no_classes_defined_in_substances.txt
5396;50-02-2;;DEXAMETHASONE;94.5724871;no_classes_defined_in_substances.txt
;56030-54-7;;SUFENTANIL;;
18671;57-85-2;;TESTOSTERONE-PROPIONATE;105.0404;no_classes_defined_in_substances.txt
18674;125-10-0;;PREDNISONE-ACETATE;94.72064667;no_classes_defined_in_substances.txt
16725;50-04-4;;CORTISONE-ACETATE;94.60313333;no_classes_defined_in_substances.txt
16738;56-47-3;;DESOXYCORTICOSTERONE-ACETATE;101.2007444;no_classes_defined_in_substances.txt
15679;50-03-3;;HYDROCORTISONE-ACETATE;95.55975161;no_classes_defined_in_substances.txt
16801;1177-87-3;;DEXAMETHASONE-ACETATE;94.98520606;no_classes_defined_in_substances.txt
18672;987-24-6;;BETAMETHASONE-ACETATE;94.98520606;no_classes_defined_in_substances.txt
18669;50-50-0;;ESTRADIOL-BENZOATE;107.413869;no_classes_defined_in_substances.txt
;3836-23-5;;NORETHINDRONE-ENANTHATE;103.5085033;
6456;57-88-5;;BETA-CHOLESTEROL;111.8087448;Alcohol
19049;604-35-3;;CHOLESTEROL-ACETATE;111.1360742;no_class_defined_in_mainclasses.txt
14165;83-46-5;;SITOSTEROL;112.0599419;Alcohol
19051;604-32-0;;CHOLESTERYL-BENZOATE;112.0640556;no_class_defined_in_mainclasses.txt
;125-42-8;;VINBARBITAL;86.76089444;
6463;1202-25-1;;METHYL-4-DIMETHYLAMINOBENZOATE;97.64734615;no_class_defined_in_mainclasses.txt
5990;51-66-1;;METHACETIN;99.60646923;no_class_defined_in_mainclasses.txt
5481;389-08-2;;NALIDIXIC-ACID;88.73695;no_classes_defined_in_substances.txt
6097;756-79-6;;METHYL-PHOSPHONICACIDDIMETHYLESTER;;no_class_defined_in_mainclasses.txt
6269;107-29-9;;ACETALDOXIME;86.55204;otherNitrogenCompounds
6400;60-09-3;;P-AMINOAZOBENZENE;110.3920882;no_classes_defined_in_substances.txt
6401;610-39-9;;3,4-DINITROTOLUENE;62.09637692;otherNitrogenCompounds
6405;674-82-8;;DIKETENE;92.11013333;no_class_defined_in_mainclasses.txt
6425;611-15-4;;O-METHYLSTYRENE;117.2691444;Alkene
6426;100-80-1;;M-METHYLSTYRENE;117.2691444;Alkene
6430;1186-53-4;;2,2,3,4-TETRAMETHYLPENTANE;115.7023;Alkane
6431;16747-38-9;;2,3,3,4-TETRAMETHYLPENTANE;115.7023;Alkane
6432;7154-79-2;;2,2,3,3-TETRAMETHYLPENTANE;115.7023;Alkane
6433;1070-87-7;;2,2,4,4-TETRAMETHYLPENTANE;115.7023;Alkane
6465;103-90-2;;ACETAMINOPHEN;92.19457692;no_class_defined_in_mainclasses.txt
6469;75-88-7;;2-CHLORO-1,1,1-TRIFLUOROETHANE;82.4089;HalogenatedHydrocarbon
6484;618-85-9;;3,5-DINITROTOLUENE;62.09637692;otherNitrogenCompounds
6485;619-15-8;;2,5-DINITROTOLUENE;62.09637692;otherNitrogenCompounds
6537;6765-39-5;;1-HEPTADECENE;115.9096765;Alkene
6553;18435-45-5;;1-NONADECENE;115.8878474;Alkene
6585;624-65-7;;PROPARGYL_CHLORIDE;88.023475;no_classes_defined_in_substances.txt
6634;812-04-4;;2,2-DICHLORO-1,1,2-TRIFLUOROETHANE;85.52954286;HalogenatedHydrocarbon
6670;479-45-8;;TETRYL;40.47518;no_classes_defined_in_substances.txt
6687;5194-50-3;;CIS,TRANS-2,4-HEXADIENE;116.8774333;Alkene
6715;1795-20-6;;N-OCTYLCYCLOPENTANE;115.7023;Alkane
6746;2882-98-6;;N-NONYLCYCLOPENTANE;115.7023;Alkane
6759;136-35-6;;1,3-DIPHENYLTRIAZENE;108.4684125;no_class_defined_in_mainclasses.txt
6771;764-13-6;;2,5-DIMETHYL-2,4-HEXADIENE;116.58365;Alkene
6811;359-10-4;;2-CHLORO-1,1-DIFLUOROETHYLENE;89.0094;no_class_defined_in_mainclasses.txt
6818;353-50-4;;CARBONYL_FLUORIDE;53.068425;Carbonate
6824;354-56-3;;PENTACHLOROFLUOROETHANE;100.700425;HalogenatedHydrocarbon
6905;463-51-4;;KETENE;57.49306667;Keten
6951;123-56-8;;SUCCINIMIDE;75.110725;no_classes_defined_in_substances.txt
7002;1759-81-5;;4-METHYLCYCLOPENTENE;116.2898667;Alkene
7018;2532-58-3;;CIS-1,3-DIMETHYLCYCLOPENTANE;115.7023;Alkane
7077;13475-81-5;;2,2,3,3-TETRAMETHYLHEXANE;115.7023;Alkane
7078;1071-81-4;;2,2,5,5-TETRAMETHYLHEXANE;115.7023;Alkane
7209;86-89-5;;1-N-PENTYLNAPHTHALENE;116.8774333;Alkane
7342;5634-30-0;;N-DODECYLCYCLOPENTANE;115.7023;Alkane
7343;6006-34-4;;N-TRIDECYLCYCLOPENTANE;115.7023;Alkane
7346;618-46-2;;M-CHLOROBENZOYL_CHLORIDE;101.97069;no_classes_defined_in_substances.txt
7388;1795-22-8;;N-TETRADECYLCYCLOPENTANE;115.7023;Alkane
7457;288-14-2;;ISOXAZOLE;106.52804;no_class_defined_in_mainclasses.txt
7606;599-64-4;;P-CUMYLPHENOL;110.0972353;Aromatics
7723;7731-29-5;;TRANS-4-METHYLCYCLOHEXANOL;102.7646889;Alcohol
7785;107-25-5;;METHYL_VINYL_ETHER;111.562675;no_class_defined_in_mainclasses.txt
7786;625-45-6;;METHOXYACETIC_ACID;78.34274286;no_class_defined_in_mainclasses.txt
7787;1476-11-5;;1,4-DICHLORO-CIS-2-BUTENE;112.4735667;no_class_defined_in_mainclasses.txt
7788;110-57-6;;1,4-DICHLORO-TRANS-2-BUTENE;112.4735667;no_class_defined_in_mainclasses.txt
7789;760-23-6;;3,4-DICHLORO-1-BUTENE;112.4735667;no_class_defined_in_mainclasses.txt
7790;109-93-3;;DIVINYL_ETHER;113.09568;no_class_defined_in_mainclasses.txt
7791;503-64-0;;CIS-CROTONIC_ACID;81.7155;Acids
7792;107-93-7;;TRANS-CROTONIC_ACID;81.7155;Acids
7855;1885-48-9;;2-(DIFLUOROMETHOXY)-1,1,1-TRIFLUOROETHANE;78.59825556;no_class_defined_in_mainclasses.txt
7962;5617-42-5;;N-HEPTYLCYCLOPENTANE;115.7023;Alkane
8073;1012-72-2;;1,4-DI-TERT-BUTYLBENZENE;116.4577429;Alkane
8140;2432-63-5;;DIPROPYL_MALEATE;95.22862857;Ester
8193;107-22-2;;GLYOXAL;53.20505;Carbonyl
8278;280-57-9;;TRIETHYLENEDIAMINE;90.64925;Amine
8365;1691-17-4;;BIS(DIFLUOROMETHYL)ETHER;76.96431429;no_class_defined_in_mainclasses.txt
8395;89-05-4;;PYROMELLITIC_ACID;72.28612727;Acids
8439;112-50-5;;2-(2-(2-ETHOXYETHOXY)ETHOXY)ETHANOL;102.1107462;no_class_defined_in_mainclasses.txt
8612;98-56-6;;P-CHLOROBENZOTRIFLUORIDE;98.50373636;no_classes_defined_in_substances.txt
8769;38842-05-6;;1,2,3,5-TETRAETHYLBENZENE;116.4577429;Alkane
8804;766-90-5;;CIS-1-PROPENYLBENZENE;117.2691444;Alkene
8805;873-66-5;;TRANS-1-PROPENYLBENZENE;117.2691444;Alkene
8892;1068-87-7;;2,4-DIMETHYL-3-ETHYLPENTANE;115.7023;Alkane
8894;15869-80-4;;3-ETHYLHEPTANE;115.7023;Alkane
9008;616-02-4;;METHYL_MALEIC_ANHYDRIDE;82.3838625;Anhydride
9012;78-97-7;;LACTONITRILE;87.01698333;(Iso)Nitril
9041;822-50-4;;TRANS-1,2-DIMETHYLCYCLOPENTANE;115.7023;Alkane
9072;627-98-5;;5-METHYL-1-HEXANOL;102.7646889;Alcohol
9087;6012-97-1;;TETRACHLOROTHIOPHENE;;no_class_defined_in_mainclasses.txt
9103;104-01-8;;4-METHOXYPHENYLACETIC_ACID;96.39916923;no_class_defined_in_mainclasses.txt
9109;7443-70-1;;CIS-2-METHYLCYCLOHEXANOL;102.7646889;Alcohol
9110;7443-52-9;;TRANS-2-METHYLCYCLOHEXANOL;102.7646889;Alcohol
9114;2425-74-3;;TERT-BUTYLFORMAMIDE;90.7350375;Amide
9184;702-79-4;;1,3-DIMETHYLADAMANTANE;115.7023;Alkane
9185;2292-79-7;;DIAMANTANE;115.7023;Alkane
9237;80-43-3;;DICUMYL_PEROXIDE;114.75153;PeroxyNoAcid
9316;26438-27-7;;1-N-DECYLNAPHTHALENE;116.58365;Alkane
9482;20348-51-0;;CIS-2-DECENE;116.05484;Alkene
9483;20063-97-2;;TRANS-2-DECENE;116.05484;Alkene
9497;7206-26-0;;CIS-2-DODECENE;115.9960833;Alkene
9498;7206-13-5;;TRANS-2-DODECENE;115.9960833;Alkene
9541;604-88-6;;HEXAETHYLBENZENE;116.2898667;Alkane
9560;694-92-8;;METHYLNORBORNENE;116.142975;Alkene
9579;1454-84-8;;1-NONADECANOL;110.1576095;Alcohol
9584;605-01-6;;PENTAETHYLBENZENE;116.3633125;Alkane
9597;140-31-8;;N-AMINOETHYL_PIPERAZINE;97.0164;Amine
9615;764-35-2;;2-HEXYNE;99.1579;Alkyne
9643;4032-94-4;;2,4-DIMETHYLOCTANE;115.7023;Alkane
9650;431-63-0;;1,1,1,2,3,3-HEXAFLUOROPROPANE;73.8553;HalogenatedHydrocarbon
9668;3524-73-0;;5-METHYL-1-HEXENE;116.2059286;Alkene
9719;42205-08-3;;1,2,3-TRIETHYLBENZENE;116.58365;Alkane
9721;430-66-0;;1,1,2-TRIFLUOROETHANE;78.04;HalogenatedHydrocarbon
9812;1191-25-9;;6-HYDROXYHEXANOIC_ACID;83.16852727;no_class_defined_in_mainclasses.txt
9843;1678-98-4;;ISO-BUTYLCYCLOHEXANE;115.7023;Alkane
9855;1002-43-3;;3-METHYLUNDECANE;115.7023;Alkane
10029;840-65-3;;DIMETHYL-2,6-NAPHTHALENEDICARBOXYLATE;100.5617556;Ester
10097;78448-33-6;;ISOPROPYL_ISOBUTYL_ETHER;113.1918125;Ether
10494;1123-85-9;;2-PHENYL-1-PROPANOL;106.0784545;Alcohol
10508;625-69-4;;2,4-PENTANEDIOL;89.82707778;Alcohol
11079;999-21-3;;DIALLYL_MALEATE;95.73225714;no_class_defined_in_mainclasses.txt
11294;5454-79-5;;CIS-3-METHYLCYCLOHEXANOL;102.7646889;Alcohol
11295;7443-55-2;;TRANS-3-METHYLCYCLOHEXANOL;102.7646889;Alcohol
11381;79-21-0;;PERACETIC_ACID;72.11615;Acids
11711;766-07-4;;CYCLOHEXYL_PEROXIDE;100.5331444;PeroxyNoAcid
11776;110-27-0;;ISOPROPYL_MYRISTATE;108.0665947;Ester
6738;78-11-5;;PENTAERYTHRITOL_TETRANITRATE;44.5003;otherNitrogenCompounds
12325;2456-27-1;;DINONYL_ETHER;114.6452526;Ether
12344;4588-18-5;;2-METHYL-1-OCTENE;116.0940111;Alkene
12430;99-63-8;;ISOPHTHALOYL_CHLORIDE;93.84308333;no_classes_defined_in_substances.txt
12442;111-30-8;;GLUTARALDEHYDE;79.98958571;Carbonyl
12471;3173-72-6;;1,5-NAPHTHALENE_DIISOCYANATE;90.87075;otherNitrogenCompounds
12641;143-13-5;;N-NONYL_ACETATE;104.5424231;Ester
12922;552-30-7;;TRIMELLITIC_ANHYDRIDE;82.30698667;no_classes_defined_in_substances.txt
13033;6064-63-7;;HYDROXYCAPROIC_ACID;83.16852727;no_class_defined_in_mainclasses.txt
13060;3404-61-3;;3-METHYL-1-HEXENE;116.2059286;Alkene
13188;87-89-8;;INOSITOL;76.88946667;Alcohol
13314;555-10-2;;BETA-PHELLANDRENE;116.40738;Alkene
13343;78-01-3;;1,1-DIETHYLCYCLOHEXANE;115.7023;Alkane
13526;540-61-4;;AMINOACETONITRILE;98.2109;no_class_defined_in_mainclasses.txt
13379;15869-87-1;;2,2-DIMETHYLOCTANE;115.7023;Alkane
13380;3726-45-2;;1,2,3,4-TETRAMETHYLCYCLOHEXANE;115.7023;Alkane
13382;3769-23-1;;4-METHYL-1-HEXENE;116.2059286;Alkene
13383;3404-71-5;;2-ETHYL-1-PENTENE;116.2059286;Alkene
13384;6094-02-6;;2-METHYL-1-HEXENE;116.2059286;Alkene
13385;4038-04-4;;3-ETHYL-1-PENTENE;116.2059286;Alkene
13386;16746-86-4;;2,3-DIMETHYL-1-HEXENE;116.142975;Alkene
13387;13511-13-2;;PROPENYL_CYCLOHEXENE;116.4857222;Alkene
13388;26519-91-5;;METHYLCYCLOPENTADIENE;116.8774333;Alkene
13389;592-45-0;;1,4-HEXADIENE;116.8774333;Alkene
13390;99-83-2;;ALPHA-PHELLANDRENE;116.40738;Alkene
13392;646-05-9;;1-PENTENE-3-YNE;96.5541;no_class_defined_in_mainclasses.txt
13393;7364-19-4;;P-TERT-BUTYL_ETHYLBENZENE;116.58365;Alkane
13394;6362-80-7;;2,4-DIPHENYL-4-METHYLPENTENE-1;117.0732889;Alkene
13395;2039-93-2;;2-PHENYLBUTENE-1;117.11246;Alkene
13396;768-00-3;;CIS-2-PHENYLBUTENE-2;117.11246;Alkene
13399;63444-56-4;;4-ISOBUTYLSTYRENE;116.8774333;Alkene
13400;16262-48-9;;P-ISOPROPENYLSTYRENE;117.3047545;Alkene
13401;1746-23-2;;P-TERT-BUTYLSTYRENE;116.8774333;Alkene
13402;26438-26-6;;1-N-NONYLNAPHTHALENE;116.6300368;Alkane
13404;4773-83-5;;1,2,3-TRIMETHYLINDENE;116.8774333;Alkene
13406;15403-89-1;;ETHYLNORBORNENE;116.0940111;Alkene
13407;925-54-2;;2-METHYLHEXANAL;100.0779875;Carbonyl
13408;623-36-9;;2-METHYL-2-PENTENAL;98.34957143;Carbonyl
21616;15798-64-8;;CIS-CROTONALDEHYDE;91.40848;Carbonyl
4230;93-53-8;;2-PHENYLPROPIONALDEHYDE;104.26047;Carbonyl
13410;623-27-8;;TEREPHTHALDEHYDE;91.76102;Carbonyl
21617;620-23-5;;M-TOLUALDEHYDE;102.9891556;Carbonyl
67660;25154-52-3;;NONYLPHENOL;109.4751059;Aromatics
13413;2163-42-0;;2-METHYL-1,3-PROPANEDIOL;86.592675;Alcohol
13414;144-19-4;;2,2,4-TRIMETHYL-1,3-PENTANEDIOL;96.29588333;Alcohol
13415;6117-80-2;;CIS-2-BUTENE-1,4-DIOL;87.03335;Alcohol
13416;821-11-4;;TRANS-2-BUTENE-1,4-DIOL;87.03335;Alcohol
13418;619-82-9;;1,4-CYCLOHEXANEDICARBOXYLIC_ACID;81.21187143;Acids
13419;1123-00-8;;CYCLOPENTYLACETIC_ACID;91.559;Acids
13421;5451-52-5;;N-DECYL_FORMATE;104.5424231;Ester
13422;692-45-5;;VINYL_FORMATE;87.3917;no_classes_defined_in_substances.txt
13423;2210-28-8;;N-PROPYL_METHACRYLATE;99.97418889;Ester
13425;94-60-0;;DIMETHYL-1,4-CYCLOHEXANEDICARBOXYLATE;94.97681429;Ester
13426;80-47-7;;P-MENTHANE_HYDROPEROXIDE;105.2005769;PeroxyNoAcid
21620;4813-50-7;;N-BUTYLHYDROPEROXIDE;96.1991;PeroxyNoAcid
13427;26762-93-6;;M-DIISOPROPYLBENZENE_HYDROPEROXIDE;107.3058867;no_classes_defined_in_substances.txt
3084;124-73-2;;1,2-DIBROMOTETRAFLUOROETHANE;;HalogenatedHydrocarbon
1235;1511-62-2;;BROMODIFLUOROMETHANE;;HalogenatedHydrocarbon
1441;74-83-9;;METHYL_BROMIDE;;HalogenatedHydrocarbon
2309;557-91-5;;1,1-DIBROMOETHANE;;HalogenatedHydrocarbon
13429;1446-61-3;;DEHYDROABIETYLAMINE;114.0197435;Amine
13431;101-54-2;;P-AMINODIPHENYLAMINE;109.6513471;Amine
2928;75-66-1;;TERT-BUTYL_MERCAPTAN;;Thiol
1935;513-44-0;;ISOBUTYL_MERCAPTAN;;Thiol
2014;1455-21-6;;N-NONYL_MERCAPTAN;;Thiol
2015;111-88-6;;N-OCTYL_MERCAPTAN;;Thiol
1581;1569-69-3;;CYCLOHEXYL_MERCAPTAN;;Thiol
6174;100-53-8;;BENZYL_MERCAPTAN;;Thiol
419;624-89-5;;METHYL_ETHYL_SULFIDE;;Thioether
